"","Date mutation","Nature mutation","Valeur fonciere","No voie","B/T/Q","Type de voie","Code voie","Voie","Code postal","Commune","Prefixe de section","Section","No plan","Code type local","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"1095","17/04/2020","Vente",8465000,20,NA,"RTE","0200","D URIAGE",38320,"HERBEYS",NA,"AZ",64,2,"Appartement",27,2,NA,NA,NA
"1096","24/04/2020","Vente",9500000,44,NA,"RUE","0500","PAUL LANGEVIN",38130,"ECHIROLLES",NA,"AT",19,2,"Appartement",54,3,NA,NA,NA
"1097","14/04/2020","Vente",23276000,7,NA,"ALL","0855","DU RACHAIS",38320,"EYBENS",NA,"AC",54,2,"Appartement",97,5,NA,NA,NA
"1098","30/04/2020","Vente",25650000,18,NA,"RUE","0492","ETIENNE DE LA BOETIE",38320,"EYBENS",NA,"AI",157,2,"Appartement",105,5,NA,NA,NA
"1099","24/04/2020","Vente",8e+06,4,NA,"PAS","0581","DU CAMPANILE",38610,"GIERES",NA,"AO",72,2,"Appartement",20,1,NA,NA,NA
"1100","24/04/2020","Vente",9500000,1,NA,"RUE","0880","DE LA POSTE",38400,"SAINT-MARTIN-D'HERES",NA,"BN",301,2,"Appartement",39,2,NA,NA,NA
"1101","07/05/2020","Vente",70500000,92,NA,"CHEM","0091","DE LA CHENAIE",38610,"VENON",NA,"AD",100,1,"Maison",151,5,"S",NA,1855
"1102","03/03/2020","Vente",9750000,128,NA,"GR","0290","GRANDE RUE",38700,"LA TRONCHE",NA,"AS",259,2,"Appartement",33,2,NA,NA,NA
"1103","17/04/2020","Vente",15690000,16,NA,"RUE","0068","AUGUSTE BLANQUI",38400,"SAINT-MARTIN-D'HERES",NA,"AW",261,2,"Appartement",61,3,NA,NA,NA
"1104","04/05/2020","Vente",24678000,13,NA,"RUE","0298","DE L ESSARTIE",38400,"SAINT-MARTIN-D'HERES",NA,"BH",195,2,"Appartement",92,5,NA,NA,NA
"1105","15/04/2020","Vente",17300000,9,NA,"RUE","1510","CHARLES TESTOUD",38000,"GRENOBLE",NA,"CO",26,2,"Appartement",56,2,NA,NA,NA
"1106","15/04/2020","Vente",4e+07,215,NA,"ALL","0058","DE CHAMROUSSE",38330,"SAINT-ISMIER",NA,"AV",17,1,"Maison",89,4,NA,NA,NA
"1107","20/04/2020","Vente",18160000,33,NA,"RUE","0621","ARTS ET METIERS",38000,"GRENOBLE",NA,"IW",66,2,"Appartement",53,2,NA,NA,NA
"1108","29/04/2020","Vente",11300000,23,NA,"AV","0380","ALSACE LORRAINE",38000,"GRENOBLE",NA,"BN",150,2,"Appartement",36,1,NA,NA,NA
"1109","05/05/2020","Vente",11600000,12,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HS",99,2,"Appartement",52,3,NA,NA,NA
"1110","10/04/2020","Vente",28500000,661,NA,"RTE","0275","DE CHAMBERY",38330,"SAINT-NAZAIRE-LES-EYMES",NA,"AE",296,1,"Maison",120,4,"S",NA,424
"1111","30/04/2020","Vente",52737500,4,NA,NA,"B015","PRE BRESSON",38320,"BRESSON",NA,"AC",19,1,"Maison",136,6,"S",NA,814
"1112","27/04/2020","Vente",23500000,6,NA,"RUE","0352","BARUCH SPINOZA",38320,"EYBENS",NA,"AW",206,2,"Appartement",68,3,NA,NA,NA
"1113","07/05/2020","Vente",1.6e+07,7,NA,"CHE","4879","DES MARRONNIERS",38100,"GRENOBLE",NA,"HV",45,2,"Appartement",92,3,NA,NA,NA
"1114","24/04/2020","Vente",9100000,9,NA,"RUE","3140","GAL RAMBAUD",38000,"GRENOBLE",NA,"DI",95,2,"Appartement",34,1,NA,NA,NA
"1115","30/04/2020","Vente",13500000,32,NA,"BD","4010","JOSEPH VALLIER",38000,"GRENOBLE",NA,"IV",94,2,"Appartement",66,4,NA,NA,NA
"1116","21/04/2020","Vente",4.8e+07,63,NA,"AV","0390","DU GRESIVAUDAN",38240,"MEYLAN",NA,"AM",3,1,"Maison",110,7,"S",NA,900
"1117","21/04/2020","Vente",4.8e+07,1,NA,"RUE","0571","DES GRANDS CHAMPS",38320,"EYBENS",NA,"AK",119,1,"Maison",66,4,"S",NA,1103
"1118","30/04/2020","Vente",25500000,12,NA,"RUE","0960","BERTHE DE BOISSIEUX",38000,"GRENOBLE",NA,"CP",50,2,"Appartement",85,3,NA,NA,NA
"1119","30/04/2020","Vente",4e+07,108,NA,"CHE","0215","DE LA MAIRIE",38330,"SAINT-NAZAIRE-LES-EYMES",NA,"AK",435,1,"Maison",95,4,"S",NA,594
"1120","16/04/2020","Vente",1.2e+07,2,NA,"RUE","6370","SIDI BRAHIM",38100,"GRENOBLE",NA,"DL",70,2,"Appartement",82,3,NA,NA,NA
"1121","16/04/2020","Vente",14500000,3,NA,"SQ","0835","LE PERIER",38400,"SAINT-MARTIN-D'HERES",NA,"AE",321,2,"Appartement",67,4,NA,NA,NA
"1122","30/04/2020","Vente",43250000,226,NA,"CHEM","0092","DE CHATEAU NARDENT",38190,"BERNIN",NA,"AH",232,1,"Maison",110,5,NA,NA,NA
"1123","23/04/2020","Vente",3e+07,17,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"BN",140,4,"Local industriel. commercial ou assimil<e9>",70,0,NA,NA,NA
"1124","23/04/2020","Vente",3e+07,17,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"BN",140,4,"Local industriel. commercial ou assimil<e9>",80,0,NA,NA,NA
"1125","25/03/2020","Vente",58200000,25,NA,"ALL","0605","DE LA PASSEE",38240,"MEYLAN",NA,"AH",162,1,"Maison",134,5,"S",NA,898
"1126","24/04/2020","Vente",13015000,7,NA,"RUE","0790","PAUL BLANC",38400,"SAINT-MARTIN-D'HERES",NA,"AM",102,2,"Appartement",62,3,NA,NA,NA
"1127","21/04/2020","Vente",1.2e+07,76,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"DM",149,2,"Appartement",66,4,NA,NA,NA
"1128","07/05/2020","Vente",33920000,17,NA,"CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"CI",1,2,"Appartement",133,4,NA,NA,NA
"1129","28/04/2020","Vente",7125000,5,NA,"ALL","0032","D ANJOU",38130,"ECHIROLLES",NA,"AB",52,2,"Appartement",93,4,NA,NA,NA
"1130","11/05/2020","Vente",12200000,17,NA,"RUE","0774","OLYMPE DE GOUGES",38400,"SAINT-MARTIN-D'HERES",NA,"BH",309,2,"Appartement",49,2,NA,NA,NA
"1131","29/04/2020","Vente",1.3e+07,21,NA,"RUE","0500","ANDRE RIVOIRE",38100,"GRENOBLE",NA,"HV",33,2,"Appartement",77,3,NA,NA,NA
"1132","09/04/2020","Vente",6350000,62,NA,"RUE","2730","FELIX ESCLANGON",38000,"GRENOBLE",NA,"AI",278,2,"Appartement",18,1,NA,NA,NA
"1133","30/04/2020","Vente",1.5e+07,18,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",156,2,"Appartement",83,4,NA,NA,NA
"1134","05/05/2020","Vente",7678000,30,NA,"ALL","0327","ALOYZI KOSPICKI",38000,"GRENOBLE",NA,"DI",149,4,"Local industriel. commercial ou assimil<e9>",18,0,NA,NA,NA
"1135","04/05/2020","Vente",4.4e+07,6,NA,"RUE","0940","DU TRIEVES",38320,"EYBENS",NA,"AC",186,1,"Maison",88,4,"S",NA,795
"1136","17/04/2020","Vente",13050000,7,NA,"RUE","0435","ANCIEN CHAMP DE MARS",38000,"GRENOBLE",NA,"BN",153,2,"Appartement",51,2,NA,NA,NA
"1137","17/04/2020","Vente",16500000,49,"B","RUE","0280","ALFRED DE VIGNY",38100,"GRENOBLE",NA,"EY",35,2,"Appartement",83,4,NA,NA,NA
"1138","23/04/2020","Vente",6800000,4,NA,"ALL","0032","D ANJOU",38130,"ECHIROLLES",NA,"AB",52,2,"Appartement",92,4,NA,NA,NA
"1139","11/05/2020","Vente",12288000,8,NA,"RUE","0805","PAUL GAUGUIN",38400,"SAINT-MARTIN-D'HERES",NA,"AX",183,2,"Appartement",67,4,NA,NA,NA
"1140","12/05/2020","Vente",5200000,35,NA,"AV","0431","DU 8 MAI 1945",38400,"SAINT-MARTIN-D'HERES",NA,"BD",168,2,"Appartement",52,2,NA,NA,NA
"1141","12/05/2020","Vente",7900000,10,NA,"RUE","0526","DE PROVENCE",38130,"ECHIROLLES",NA,"AI",4,2,"Appartement",78,4,NA,NA,NA
"1142","12/05/2020","Vente",1.8e+07,43,NA,"RUE","0035","ANTOINE POLOTTI",38130,"ECHIROLLES",NA,"AV",384,1,"Maison",70,4,"S",NA,276
"1143","30/04/2020","Vente",9500000,270,NA,"AV","0035","AMBROISE CROIZAT",38400,"SAINT-MARTIN-D'HERES",NA,"BK",304,2,"Appartement",60,2,NA,NA,NA
"1144","20/04/2020","Vente",20250000,9,NA,"RUE","0570","ARAGO",38000,"GRENOBLE",NA,"AK",8,2,"Appartement",72,3,NA,NA,NA
"1145","15/04/2020","Vente",8716080,10,NA,"AV","4526","DOYEN LOUIS WEIL",38000,"GRENOBLE",NA,"AI",209,4,"Local industriel. commercial ou assimil<e9>",19,0,NA,NA,NA
"1146","07/05/2020","Vente",7550000,2,NA,"AV","0850","BEAUVERT",38100,"GRENOBLE",NA,"HN",106,2,"Appartement",39,2,NA,NA,NA
"1147","29/04/2020","Vente",25100000,8,NA,"RUE","0380","DE LA GRANGE",38240,"MEYLAN",NA,"AN",74,2,"Appartement",93,4,NA,NA,NA
"1148","07/04/2020","Vente",105500000,12,NA,"AV","0230","DE LA FOY",38700,"CORENC",NA,"AE",500,1,"Maison",300,6,"S",NA,1140
"1149","07/04/2020","Vente",105500000,12,NA,"AV","0230","DE LA FOY",38700,"CORENC",NA,"AE",500,1,"Maison",300,6,"AG","PARC",1140
"1150","28/04/2020","Vente",4e+05,157,NA,"AV","0035","AMBROISE CROIZAT",38400,"SAINT-MARTIN-D'HERES",NA,"BM",551,2,"Appartement",154,4,NA,NA,NA
"1151","13/05/2020","Vente",44729000,10,NA,"RUE","0400","AMEDEE MOREL",38000,"GRENOBLE",NA,"IM",97,2,"Appartement",95,3,"S",NA,247
"1152","13/05/2020","Vente",44729000,10,NA,"RUE","0400","AMEDEE MOREL",38000,"GRENOBLE",NA,"IM",97,2,"Appartement",105,5,"S",NA,247
"1153","28/04/2020","Vente",7500000,52,NA,"AV","0380","ALSACE LORRAINE",38000,"GRENOBLE",NA,"BL",44,2,"Appartement",22,1,NA,NA,NA
"1154","06/05/2020","Vente",24750000,41,"B","RUE","0050","ABBE GREGOIRE",38000,"GRENOBLE",NA,"HZ",35,2,"Appartement",82,3,NA,NA,NA
"1155","05/05/2020","Vente",7990000,83,NA,"AV","0727","DE LA MOGNE",38400,"SAINT-MARTIN-D'HERES",NA,"BO",203,2,"Appartement",69,4,NA,NA,NA
"1156","07/05/2020","Vente",52250000,5426,NA,NA,"B040","LA ROUSSE",38190,"BERNIN",NA,"AD",38,1,"Maison",146,7,"S",NA,1259
"1157","04/05/2020","Vente",19500000,73,NA,"RUE","6240","SAINT LAURENT",38000,"GRENOBLE",NA,"AT",73,2,"Appartement",70,3,NA,NA,NA
"1158","04/05/2020","Vente",17800000,4,NA,"CHE","0410","DE L HERMITAGE",38240,"MEYLAN",NA,"AH",197,2,"Appartement",38,1,NA,NA,NA
"1159","04/05/2020","Vente",6004000,5,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",60,0,NA,NA,NA
"1160","04/05/2020","Vente",6004000,1,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",9,0,NA,NA,NA
"1161","04/05/2020","Vente",6004000,1,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",9,0,NA,NA,NA
"1162","04/05/2020","Vente",6004000,1,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",9,0,NA,NA,NA
"1163","04/05/2020","Vente",6004000,1,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",9,0,NA,NA,NA
"1164","04/05/2020","Vente",6004000,1,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",9,0,NA,NA,NA
"1165","04/05/2020","Vente",12500000,19,NA,"QUAI","3280","DE LA GRAILLE",38000,"GRENOBLE",NA,"AH",21,2,"Appartement",47,2,NA,NA,NA
"1166","06/05/2020","Vente",16900000,43,"B","RUE","2350","DES EAUX CLAIRES",38100,"GRENOBLE",NA,"HR",140,2,"Appartement",85,3,NA,NA,NA
"1167","12/05/2020","Vente",10500000,83,NA,"RUE","4640","MALLIFAUD",38100,"GRENOBLE",NA,"DN",15,2,"Appartement",39,2,NA,NA,NA
"1168","13/05/2020","Vente",2e+07,76,NA,"RUE","0220","D ALEMBERT",38000,"GRENOBLE",NA,"IP",123,4,"Local industriel. commercial ou assimil<e9>",99,0,NA,NA,NA
"1169","14/05/2020","Vente",1.8e+07,33,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EN",9,2,"Appartement",70,3,NA,NA,NA
"1170","13/05/2020","Vente",12900000,45,NA,"BD","1660","CLEMENCEAU",38100,"GRENOBLE",NA,"DE",104,2,"Appartement",60,3,NA,NA,NA
"1171","20/04/2020","Vente",13800000,7,NA,"CHE","3370","GUILBAUD",38100,"GRENOBLE",NA,"DT",253,2,"Appartement",65,4,NA,NA,NA
"1172","11/05/2020","Vente",1.6e+07,50,NA,"RUE","4370","LESDIGUIERES",38000,"GRENOBLE",NA,"CI",56,2,"Appartement",60,2,NA,NA,NA
"1173","27/04/2020","Vente",8e+06,4,NA,"IMP","0875","DU PONTET",38400,"SAINT-MARTIN-D'HERES",NA,"AN",733,2,"Appartement",58,3,NA,NA,NA
"1174","13/05/2020","Vente",11500000,44,NA,"RUE","2530","EMILE GUEYMARD",38000,"GRENOBLE",NA,"AK",16,2,"Appartement",48,2,NA,NA,NA
"1175","15/05/2020","Vente",11040000,17,NA,"RUE","0615","LIONNEL TERRAY",38400,"SAINT-MARTIN-D'HERES",NA,"BH",45,2,"Appartement",77,4,NA,NA,NA
"1176","12/05/2020","Vente",26190000,12,NA,"RUE","3510","HENRI DEBRAYE",38000,"GRENOBLE",NA,"IL",88,2,"Appartement",69,3,NA,NA,NA
"1177","30/04/2020","Vente",3.1e+07,2,NA,"IMP","0426","MOCQUET MARJOLAINE",38130,"ECHIROLLES",NA,"AR",155,1,"Maison",105,5,"S",NA,365
"1178","18/05/2020","Vente",16300000,7,NA,"ALL","4351","LEOPOLD SEDAR SENGHOR",38100,"GRENOBLE",NA,"HS",168,2,"Appartement",68,3,NA,NA,NA
"1179","30/04/2020","Vente",5500000,6,NA,"CHE","2600","DES ESSARTS",38100,"GRENOBLE",NA,"EZ",31,2,"Appartement",49,3,NA,NA,NA
"1180","18/05/2020","Vente",10400000,2,NA,"RUE","1620","CLAUDE DEBUSSY",38100,"GRENOBLE",NA,"DL",7,2,"Appartement",52,3,NA,NA,NA
"1181","13/05/2020","Vente",18200000,21,NA,"BD","4800","MAL FOCH",38100,"GRENOBLE",NA,"DN",1,2,"Appartement",70,4,NA,NA,NA
"1182","30/04/2020","Vente",7500000,2,NA,"PL","0025","ALFRED DE VIGNY",38400,"SAINT-MARTIN-D'HERES",NA,"BO",203,2,"Appartement",55,3,NA,NA,NA
"1183","18/05/2020","Vente",17307000,48,NA,"BD","4010","JOSEPH VALLIER",38000,"GRENOBLE",NA,"IV",164,2,"Appartement",82,3,NA,NA,NA
"1184","21/04/2020","Vente",4300000,10,NA,"AV","4526","DOYEN LOUIS WEIL",38000,"GRENOBLE",NA,"AI",209,4,"Local industriel. commercial ou assimil<e9>",18,0,NA,NA,NA
"1185","19/05/2020","Vente",12500000,33,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EN",9,2,"Appartement",70,3,NA,NA,NA
"1186","12/05/2020","Vente",12300000,47,NA,"BD","4010","JOSEPH VALLIER",38100,"GRENOBLE",NA,"HT",27,2,"Appartement",50,3,NA,NA,NA
"1187","13/05/2020","Vente",9e+06,3,NA,"RUE","0103","DE LA BISCUITERIE",38400,"SAINT-MARTIN-D'HERES",NA,"BN",350,2,"Appartement",31,1,NA,NA,NA
"1188","30/04/2020","Vente",1.1e+07,2,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"AK",78,2,"Appartement",21,1,NA,NA,NA
"1189","30/04/2020","Vente",1.1e+07,2,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"AK",78,2,"Appartement",23,1,NA,NA,NA
"1190","14/05/2020","Vente",18500000,6,NA,"AV","0520","D URIAGE",38610,"GIERES",NA,"AO",10,2,"Appartement",55,2,NA,NA,NA
"1191","15/05/2020","Vente",12400000,2,NA,"RUE","1620","CLAUDE DEBUSSY",38100,"GRENOBLE",NA,"DL",7,2,"Appartement",52,3,NA,NA,NA
"1192","12/05/2020","Vente",2.1e+07,1,NA,"RUE","0605","DES ARTILLEURS DE MONTAGNE",38100,"GRENOBLE",NA,"EN",140,2,"Appartement",79,4,NA,NA,NA
"1193","11/05/2020","Vente",1e+07,68,NA,"CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"BM",65,2,"Appartement",47,1,NA,NA,NA
"1194","13/05/2020","Vente",4.1e+07,11,NA,"PL","1010","BIR HAKEIM",38000,"GRENOBLE",NA,"CW",29,2,"Appartement",110,4,NA,NA,NA
"1195","15/05/2020","Vente",4900000,33,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HS",104,2,"Appartement",32,1,NA,NA,NA
"1196","13/05/2020","Vente",1.2e+07,4,NA,"RUE","0017","ALEXANDER FLEMING",38400,"SAINT-MARTIN-D'HERES",NA,"BN",442,2,"Appartement",65,4,NA,NA,NA
"1197","14/05/2020","Vente",22800000,1,NA,"RUE","4350","DE LA PASIONARIA",38400,"SAINT-MARTIN-D'HERES",NA,"BH",385,2,"Appartement",92,4,NA,NA,NA
"1198","29/04/2020","Vente",11500000,30,NA,"AV","0273","DU 8 MAI 1945",38130,"ECHIROLLES",NA,"AL",496,4,"Local industriel. commercial ou assimil<e9>",89,0,NA,NA,NA
"1199","30/04/2020","Vente",50200000,69,NA,"CHEM","0023","DU PLATRE",38320,"HERBEYS",NA,"BA",5,1,"Maison",162,6,"S",NA,1605
"1200","11/05/2020","Vente",11100000,38,NA,"RUE","0420","AMPERE",38000,"GRENOBLE",NA,"IW",13,2,"Appartement",67,4,NA,NA,NA
"1201","18/05/2020","Vente",45790000,2,NA,"ALL","0675","DE LA ROSERAIE",38240,"MEYLAN",NA,"AN",195,2,"Appartement",157,5,NA,NA,NA
"1202","15/05/2020","Vente",1.3e+07,1,NA,"RUE","0805","PAUL GAUGUIN",38400,"SAINT-MARTIN-D'HERES",NA,"AX",183,2,"Appartement",80,5,NA,NA,NA
"1203","14/05/2020","Vente",64200000,246,NA,"CHE","0140","DES DROGEAUX",38330,"SAINT-NAZAIRE-LES-EYMES",NA,"AL",184,1,"Maison",156,6,"S",NA,750
"1204","07/05/2020","Vente",6300000,10,NA,"AV","0383","DU GRANIER",38240,"MEYLAN",NA,"AZ",173,4,"Local industriel. commercial ou assimil<e9>",42,0,NA,NA,NA
"1205","15/05/2020","Vente",2.8e+07,62,NA,"BD","3000","GAMBETTA",38000,"GRENOBLE",NA,"DI",144,2,"Appartement",87,4,NA,NA,NA
"1206","11/05/2020","Vente",1.4e+07,116,NA,"AV","0035","AMBROISE CROIZAT",38400,"SAINT-MARTIN-D'HERES",NA,"BL",582,2,"Appartement",45,1,NA,NA,NA
"1207","30/04/2020","Vente",26080000,4,NA,"AV","0790","DE VERDUN",38240,"MEYLAN",NA,"AK",118,2,"Appartement",64,3,NA,NA,NA
"1208","29/04/2020","Vente",3.6e+07,24,NA,"ALL","0524","DES PRIMEVERES",38130,"ECHIROLLES",NA,"AL",198,1,"Maison",89,4,"S",NA,653
"1209","19/05/2020","Vente",7e+06,20,NA,"RUE","2100","DIDEROT",38000,"GRENOBLE",NA,"IM",228,2,"Appartement",36,1,NA,NA,NA
"1210","05/05/2020","Vente",24445000,110,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"HW",62,2,"Appartement",84,4,NA,NA,NA
"1211","05/05/2020","Vente",24445000,110,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"HW",62,2,"Appartement",22,1,NA,NA,NA
"1212","25/05/2020","Vente",12500000,10,NA,"BD","3100","GAL GALLIENI",38100,"GRENOBLE",NA,"CX",122,2,"Appartement",65,4,NA,NA,NA
"1213","12/05/2020","Vente",11600000,35,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"BL",15,2,"Appartement",40,1,NA,NA,NA
"1214","15/05/2020","Vente",1.1e+07,10,NA,"RUE","0283","FERNAND LEGER",38400,"SAINT-MARTIN-D'HERES",NA,"AT",182,2,"Appartement",88,4,NA,NA,NA
"1215","20/05/2020","Vente",10500000,4,NA,"RUE","5694","PIERRE DUPONT",38000,"GRENOBLE",NA,"HW",68,2,"Appartement",15,1,NA,NA,NA
"1216","20/05/2020","Vente",10500000,3,"B","IMP","4524","LOUIS VALLIER",38000,"GRENOBLE",NA,"HY",41,2,"Appartement",28,1,NA,NA,NA
"1217","18/05/2020","Vente",12705000,10,NA,"RUE","2161","DOCTEUR HERMITE",38000,"GRENOBLE",NA,"HW",19,2,"Appartement",52,2,NA,NA,NA
"1218","14/05/2020","Vente",6960000,30,NA,"ALL","0327","ALOYZI KOSPICKI",38000,"GRENOBLE",NA,"DI",149,4,"Local industriel. commercial ou assimil<e9>",22,0,NA,NA,NA
"1219","05/05/2020","Vente",28500000,4,"C","RUE","0434","NICEPHORE NIEPCE",38130,"ECHIROLLES",NA,"AP",293,1,"Maison",102,4,NA,NA,NA
"1220","15/05/2020","Vente",1e+07,12,NA,"RUE","4340","LEON JOUHAUX",38100,"GRENOBLE",NA,"DE",107,2,"Appartement",60,3,NA,NA,NA
"1221","12/05/2020","Vente",8560000,8,NA,"AV","6550","TEISSEIRE",38100,"GRENOBLE",NA,"DZ",30,2,"Appartement",67,4,NA,NA,NA
"1222","15/05/2020","Vente",10800000,2,"B","RUE","5200","MOYRAND",38100,"GRENOBLE",NA,"DE",194,2,"Appartement",55,3,NA,NA,NA
"1223","14/05/2020","Vente",19767500,1,NA,"RUE","0707","JULIEN OFFRAY  LA METTRIE",38320,"EYBENS",NA,"AI",154,2,"Appartement",102,5,NA,NA,NA
"1224","15/05/2020","Vente",19130000,6,NA,"RUE","0925","DU TAILLEFER",38320,"EYBENS",NA,"AK",127,2,"Appartement",76,3,NA,NA,NA
"1225","19/05/2020","Vente",21850000,23,NA,"BD","4820","MAL LECLERC",38000,"GRENOBLE",NA,"AY",114,2,"Appartement",129,4,NA,NA,NA
"1226","14/05/2020","Vente",46610000,5442,NA,NA,"B038","LES REVOLEYS",38190,"BERNIN",NA,"AL",246,1,"Maison",170,7,"S",NA,1080
"1227","16/05/2020","Vente",4.5e+07,90,NA,"CHE","0100","DE CRAPONOZ",38190,"BERNIN",NA,"AC",338,1,"Maison",110,4,"S",NA,309
"1228","13/05/2020","Vente",18226000,1,NA,"RUE","0580","WILSON",38610,"GIERES",NA,"AN",237,2,"Appartement",75,4,NA,NA,NA
"1229","15/05/2020","Vente",11500000,53,NA,"RUE","6600","THIERS",38000,"GRENOBLE",NA,"CO",29,2,"Appartement",39,1,NA,NA,NA
"1230","16/04/2020","Vente",1.6e+07,11,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HR",134,2,"Appartement",62,4,NA,NA,NA
"1231","16/04/2020","Vente",1.6e+07,7,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HR",134,2,"Appartement",67,4,NA,NA,NA
"1232","24/04/2020","Vente",4440000,13,NA,"RUE","3520","HENRI DUNANT",38100,"GRENOBLE",NA,"HR",134,2,"Appartement",27,1,NA,NA,NA
"1233","19/05/2020","Vente",7500000,10,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",1,2,"Appartement",43,2,NA,NA,NA
"1234","11/05/2020","Vente",14500000,5,NA,"RUE","0575","LEON GEIST",38400,"SAINT-MARTIN-D'HERES",NA,"BN",553,2,"Appartement",45,2,NA,NA,NA
"1235","25/05/2020","Vente",7800000,210,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HK",2,2,"Appartement",49,2,NA,NA,NA
"1236","25/05/2020","Vente",22800000,39,NA,"RUE","0621","ARTS ET METIERS",38000,"GRENOBLE",NA,"IW",66,2,"Appartement",71,3,NA,NA,NA
"1237","06/05/2020","Vente",60300000,108,NA,"ALL","0209","DES MAS DE LARGUIT",38330,"SAINT-ISMIER",NA,"AK",163,1,"Maison",151,5,"S",NA,1280
"1238","13/05/2020","Vente",1.3e+07,1,NA,"BD","1660","CLEMENCEAU",38100,"GRENOBLE",NA,"CZ",435,4,"Local industriel. commercial ou assimil<e9>",64,0,NA,NA,NA
"1239","14/05/2020","Vente",13800000,4,NA,"RUE","0425","HONORE DAUMIER",38400,"SAINT-MARTIN-D'HERES",NA,"BH",387,2,"Appartement",70,4,NA,NA,NA
"1240","12/05/2020","Vente",14700000,7,NA,"SQ","0835","LE PERIER",38400,"SAINT-MARTIN-D'HERES",NA,"AE",321,2,"Appartement",67,4,NA,NA,NA
"1241","29/04/2020","Vente",54130000,6,"B","RUE","0632","JEAN BISTESI",38320,"EYBENS",NA,"AW",150,1,"Maison",108,4,"S",NA,709
"1242","29/04/2020","Vente",19798600,56,NA,"AV","6950","WASHINGTON",38100,"GRENOBLE",NA,"DW",62,2,"Appartement",76,4,NA,NA,NA
"1243","25/05/2020","Vente",15940000,20,NA,"RUE","0440","DE LA ROSERAIE",38610,"GIERES",NA,"AR",302,2,"Appartement",46,2,NA,NA,NA
"1244","20/05/2020","Vente",13200000,17,NA,"AV","6950","WASHINGTON",38100,"GRENOBLE",NA,"DV",155,2,"Appartement",81,5,NA,NA,NA
"1245","29/04/2020","Vente",7762000,1,NA,"RUE","0480","ANDRE MAGINOT",38000,"GRENOBLE",NA,"DI",173,2,"Appartement",18,1,NA,NA,NA
"1246","11/05/2020","Vente",4200000,24,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AV",262,2,"Appartement",20,1,NA,NA,NA
"1247","14/05/2020","Vente",11160000,1,NA,"CHE","6880","VILLEBOIS",38100,"GRENOBLE",NA,"CZ",19,2,"Appartement",48,3,NA,NA,NA
"1248","13/05/2020","Vente",11900000,9,NA,"RUE","5280","NEW YORK",38000,"GRENOBLE",NA,"HY",70,2,"Appartement",45,2,NA,NA,NA
"1249","26/05/2020","Vente",13800000,31,NA,"QUAI","1607","CLAUDE BERNARD",38000,"GRENOBLE",NA,"AK",45,2,"Appartement",45,1,NA,NA,NA
"1250","19/05/2020","Vente",30636000,5,NA,"RUE","0330","GARIBALDI",38400,"SAINT-MARTIN-D'HERES",NA,"AE",16,2,"Appartement",74,3,"S",NA,501
"1251","19/05/2020","Vente",30636000,5,NA,"RUE","0330","GARIBALDI",38400,"SAINT-MARTIN-D'HERES",NA,"AE",16,2,"Appartement",110,5,"S",NA,501
