"","Date mutation","Nature mutation","Valeur fonciere","No voie","B/T/Q","Type de voie","Code voie","Voie","Code postal","Commune","Prefixe de section","Section","No plan","Code type local","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"3819","03/04/2020","Vente",2.6e+07,2,NA,"RUE","4750","MARCEL PORTE",38100,"GRENOBLE",NA,"DH",18,2,"Appartement",90,4,NA,NA,NA
"3820","27/03/2020","Vente",8900000,21,NA,"RUE","0880","DE BELGRADE",38000,"GRENOBLE",NA,"BH",35,2,"Appartement",11,1,NA,NA,NA
"3821","31/03/2020","Vente",2.2e+07,4,NA,"AV","0210","ALBERT 1ER DE BELGIQUE",38000,"GRENOBLE",NA,"CS",31,2,"Appartement",70,4,NA,NA,NA
"3822","31/03/2020","Vente",14100000,5,NA,"RUE","0200","DU DRAC",38120,"SAINT-EGREVE",NA,"BR",84,2,"Appartement",52,3,NA,NA,NA
"3823","23/03/2020","Vente",2800000,5257,NA,NA,"B023","COMMUNAL DE L ENVERS PRAPO",38190,"LES ADRETS",NA,"AB",18,2,"Appartement",18,1,NA,NA,NA
"3824","08/04/2020","Vente",6700000,24,NA,"RUE","1520","DES CHARMILLES",38100,"GRENOBLE",NA,"DP",100,2,"Appartement",35,1,NA,NA,NA
"3825","13/03/2020","Vente",3500000,319,NA,"RUE","0540","DES CHARDONS BLEUS",38410,"CHAMROUSSE",NA,"BB",61,2,"Appartement",17,1,NA,NA,NA
"3826","11/03/2020","Vente",2.6e+07,37,"B","CHE","0013","DU BOIS",38960,"SAINT-ETIENNE-DE-CROSSEY",NA,"B",1709,1,"Maison",125,4,"S",NA,647
"3827","17/03/2020","Vente",15200000,1278,NA,"RTE","0053","DE SAINT JEAN",38500,"COUBLEVIE",NA,"AB",1507,2,"Appartement",46,2,NA,NA,NA
"3828","17/03/2020","Vente",14950000,679,NA,"RTE","0130","DE HAUTEFORT",38500,"SAINT-NICOLAS-DE-MACHERIN",NA,"B",354,2,"Appartement",137,3,NA,NA,NA
"3829","16/03/2020","Vente",16730000,41,"B","RUE","0040","DES ALPES",38420,"DOMENE",NA,"D",471,2,"Appartement",73,4,NA,NA,NA
"3830","11/03/2020","Vente",16623050,62,NA,"RUE","0380","DU MOULIN",38420,"LE VERSOUD",NA,"AE",181,1,"Maison",99,5,"S",NA,600
"3831","27/03/2020","Vente",6200000,95,NA,"RUE","0110","DU CHATEAU DU ROI",38220,"VIZILLE",NA,"AN",311,2,"Appartement",27,1,"S",NA,215
"3832","27/03/2020","Vente",6200000,95,NA,"RUE","0110","DU CHATEAU DU ROI",38220,"VIZILLE",NA,"AN",311,2,"Appartement",29,1,"S",NA,215
"3833","27/03/2020","Vente",6200000,95,NA,"RUE","0110","DU CHATEAU DU ROI",38220,"VIZILLE",NA,"AN",311,2,"Appartement",43,2,"S",NA,215
"3834","03/03/2020","Vente",32600000,5267,NA,NA,"B076","LE SAPEY",38220,"SAINT-BARTHELEMY-DE-SECHILIENN",NA,"D",759,1,"Maison",89,2,"S",NA,1000
"3835","03/03/2020","Vente",32600000,5267,NA,NA,"B076","LE SAPEY",38220,"SAINT-BARTHELEMY-DE-SECHILIENN",NA,"D",759,1,"Maison",89,2,"J",NA,1969
"3836","13/03/2020","Vente",21665000,3,NA,"ALL","0185","DES TILLEULS",38420,"DOMENE",NA,"E",1085,2,"Appartement",71,3,NA,NA,NA
"3837","16/03/2020","Vente",9800000,22,NA,"RUE","0270","ALFRED DE MUSSET",38100,"GRENOBLE",NA,"ER",155,2,"Appartement",51,2,NA,NA,NA
"3838","20/03/2020","Vente",4.5e+07,143,NA,"CHE","0010","DE CLOCHERON",38410,"VAULNAVEYS-LE-BAS",NA,"AB",473,1,"Maison",263,9,"S",NA,1520
"3839","12/03/2020","Vente",9e+06,4,NA,"RUE","3240","GERMAIN",38100,"GRENOBLE",NA,"DH",171,2,"Appartement",42,1,NA,NA,NA
"3840","27/03/2020","Vente",9700000,52,NA,"RUE","0200","FRANCOIS PEYRON",38220,"VIZILLE",NA,"AM",561,2,"Appartement",52,2,NA,NA,NA
"3841","09/04/2020","Vente",5800000,4,NA,"RUE","5260","NESTOR CORNIER",38100,"GRENOBLE",NA,"DH",9,2,"Appartement",89,4,NA,NA,NA
"3842","16/03/2020","Vente",24685000,58,NA,"RTE","0350","DEPARTEMENTALE 1090",38660,"LUMBIN",NA,"AB",12,1,"Maison",110,3,"S",NA,198
"3843","02/04/2020","Vente",8e+06,11,NA,"CHE","0035","DES BUISSIERES",38340,"VOREPPE",NA,"BL",275,2,"Appartement",66,3,NA,NA,NA
"3844","26/03/2020","Vente",10900000,44,NA,"AV","4130","LA BRUYERE",38100,"GRENOBLE",NA,"EK",250,2,"Appartement",88,4,NA,NA,NA
"3845","24/03/2020","Vente",32300000,5134,NA,NA,"B003","LA COMBELLE",38530,"LA FLACHERE",NA,"A",978,1,"Maison",86,4,"S",NA,849
"3846","31/03/2020","Vente",6176100,5257,NA,NA,"B023","COMMUNAL DE L ENVERS PRAPO",38190,"LES ADRETS",NA,"AB",12,2,"Appartement",25,2,NA,NA,NA
"3847","20/03/2020","Vente",12150000,2927,NA,"AV","0646","D'URIAGE",38410,"VAULNAVEYS-LE-HAUT",NA,"AB",445,2,"Appartement",44,1,NA,NA,NA
"3848","18/03/2020","Vente",14920000,21,NA,"RUE","0280","ALFRED DE VIGNY",38100,"GRENOBLE",NA,"ER",346,2,"Appartement",61,3,NA,NA,NA
"3849","31/03/2020","Vente",43700000,1,NA,NA,"A030","LES SOURCES",38190,"LE CHAMP-PRES-FROGES",NA,"B",982,1,"Maison",100,3,"S",NA,992
"3850","03/04/2020","Vente",6062000,5154,NA,"CHEM","0294","DE SAINT PIERRE",38660,"PLATEAU-DES-PETITES-ROCHES",435,"AC",428,1,"Maison",95,5,"S",NA,104
"3851","12/03/2020","Vente",100,17,NA,"RUE","3495","HENRI-BARBUSSE",38100,"GRENOBLE",NA,"EV",9,4,"Local industriel. commercial ou assimil<e9>",1563,0,"S",NA,12807
"3852","12/03/2020","Vente",100,401,NA,"AV","3665","D INNSBRUCK",38100,"GRENOBLE",NA,"EV",11,4,"Local industriel. commercial ou assimil<e9>",49545,0,"S",NA,29852
"3853","12/03/2020","Vente",100,21,NA,"RUE","3495","HENRI-BARBUSSE",38100,"GRENOBLE",NA,"EV",12,4,"Local industriel. commercial ou assimil<e9>",9108,0,"S",NA,5815
"3854","12/03/2020","Vente",100,19,NA,"RUE","3495","HENRI-BARBUSSE",38100,"GRENOBLE",NA,"EV",33,4,"Local industriel. commercial ou assimil<e9>",5642,0,"S",NA,21852
"3855","12/03/2020","Vente",100,NA,NA,"AV","3665","D INNSBRUCK",38100,"GRENOBLE",NA,"EV",112,4,"Local industriel. commercial ou assimil<e9>",393,0,"S",NA,9062
"3856","12/03/2020","Vente",100,102,"B","GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",641,4,"Local industriel. commercial ou assimil<e9>",80,0,"S",NA,52
"3857","12/03/2020","Vente",100,102,NA,"GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",642,4,"Local industriel. commercial ou assimil<e9>",45,0,"S",NA,77
"3858","12/03/2020","Vente",100,117,NA,"GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",649,4,"Local industriel. commercial ou assimil<e9>",85,0,"S",NA,98
"3859","12/03/2020","Vente",100,117,NA,"GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",650,4,"Local industriel. commercial ou assimil<e9>",34,0,"S",NA,34
"3860","12/03/2020","Vente",100,106,NA,"GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",655,4,"Local industriel. commercial ou assimil<e9>",127,0,"S",NA,169
"3861","12/03/2020","Vente",100,106,NA,"GAL","0595","DE L'ARLEQUIN",38100,"GRENOBLE",NA,"IX",655,4,"Local industriel. commercial ou assimil<e9>",115,0,"S",NA,169
"3862","23/03/2020","Vente",36500000,48,NA,"CHE","0349","DU MAS",38190,"VILLARD-BONNOT",NA,"AM",383,1,"Maison",112,5,"S",NA,517
"3863","18/03/2020","Vente",14300000,7,NA,"RUE","0326","LOUIS JOUVET",38190,"VILLARD-BONNOT",NA,"AB",437,2,"Appartement",45,3,NA,NA,NA
"3864","14/04/2020","Vente",13100000,75,"B","RUE","1560","SERMORENS",38500,"VOIRON",NA,"AN",269,2,"Appartement",52,2,NA,NA,NA
"3865","17/03/2020","Vente",21440000,57,NA,"BD","0740","DU GUILLON",38500,"VOIRON",NA,"BI",261,4,"Local industriel. commercial ou assimil<e9>",117,0,NA,NA,NA
"3866","15/04/2020","Vente",25753000,7,NA,"RUE","0570","DE SAINT ROBERT",38120,"SAINT-EGREVE",NA,"AV",26,1,"Maison",65,4,"S",NA,310
"3867","13/03/2020","Vente",14750000,27,NA,"AV","0210","ALBERT 1ER DE BELGIQUE",38000,"GRENOBLE",NA,"DH",24,2,"Appartement",70,3,NA,NA,NA
"3868","13/03/2020","Vente",2.2e+07,168,NA,"RUE","0041","DU 11 NOVEMBRE 1918",38500,"COUBLEVIE",NA,"AB",95,1,"Maison",74,3,"S",NA,594
"3869","10/04/2020","Vente",6500000,5257,NA,NA,"B023","COMMUNAL DE L ENVERS PRAPO",38190,"LES ADRETS",NA,"AB",12,2,"Appartement",28,2,NA,NA,NA
"3870","24/03/2020","Vente",28425000,50,NA,"RUE","1310","DU PICHERAS",38500,"VOIRON",NA,"AP",699,2,"Appartement",96,4,"S",NA,400
"3871","27/03/2020","Vente",7900000,22,NA,"RUE","0195","DES BERARDS",38500,"VOIRON",NA,"AS",23,2,"Appartement",62,4,NA,NA,NA
"3872","17/03/2020","Vente",11500000,43,NA,"RUE","0270","DU 26 MAI 1944",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AY",512,2,"Appartement",68,4,NA,NA,NA
"3873","01/04/2020","Vente",21730000,15,NA,"LOT","A002","LES PERELLES",38570,"LE CHEYLAS",NA,"B",1837,1,"Maison",102,5,"S",NA,258
"3874","23/03/2020","Vente",27500000,41,NA,"RUE","0054","DU POMARIN",38500,"LA BUISSE",NA,"AB",146,1,"Maison",133,7,NA,NA,NA
"3875","23/03/2020","Vente",5e+07,4,NA,"PL","6810","VERDUN",38000,"GRENOBLE",NA,"CV",16,4,"Local industriel. commercial ou assimil<e9>",185,0,NA,NA,NA
"3876","23/03/2020","Vente",5e+07,4,NA,"PL","6810","VERDUN",38000,"GRENOBLE",NA,"CV",16,4,"Local industriel. commercial ou assimil<e9>",15,0,NA,NA,NA
"3877","23/03/2020","Vente",11400000,7,NA,"PL","1350","PORTE DE LA BUISSE",38500,"VOIRON",NA,"AL",376,2,"Appartement",82,3,NA,NA,NA
"3878","11/03/2020","Vente",2.3e+07,4,NA,"RUE","6180","ST FRANCOIS DE SALES",38100,"GRENOBLE",NA,"DR",13,2,"Appartement",68,3,NA,NA,NA
"3879","03/04/2020","Vente",5150000,312,NA,"AV","0050","ARISTIDE BRIAND",38220,"VIZILLE",NA,"AM",207,2,"Appartement",31,1,NA,NA,NA
"3880","08/04/2020","Vente",2.6e+07,5266,NA,NA,"B094","PRE DARBON",38580,"LA CHAPELLE-DU-BARD",NA,"AB",606,1,"Maison",133,6,"S",NA,1427
"3881","08/04/2020","Vente",6200000,23,NA,"RUE","0090","CASIMIR PERIER",38220,"VIZILLE",NA,"AN",719,2,"Appartement",35,2,NA,NA,NA
"3882","25/02/2020","Vente",13300000,84,NA,"RUE","0200","DE LA SCIE",38530,"PONTCHARRA",NA,"AN",576,1,"Maison",81,3,"S",NA,98
"3883","11/03/2020","Vente",35240000,5404,NA,NA,"B017","LA BRANCHY",38660,"SAINT-VINCENT-DE-MERCUZE",NA,"A",2075,1,"Maison",102,5,"S",NA,1043
"3884","27/03/2020","Vente",6e+06,14,NA,"CHE","0307","DU LOGIS NEUF",38340,"VOREPPE",NA,"AW",36,2,"Appartement",36,1,NA,NA,NA
"3885","08/04/2020","Vente",19784000,57,NA,"PL","0198","SAINT BLAISE",38530,"PONTCHARRA",NA,"AE",183,1,"Maison",64,3,"S",NA,69
"3886","17/04/2020","Vente",9600000,1,NA,"BD","2430","EDOUARD REY",38000,"GRENOBLE",NA,"BH",69,2,"Appartement",60,2,NA,NA,NA
"3887","03/04/2020","Vente",13300000,46,NA,"AV","0220","GENERAL DE MIRIBEL",38190,"VILLARD-BONNOT",NA,"AM",196,2,"Appartement",78,4,NA,NA,NA
"3888","01/04/2020","Vente",29512000,3,"B","CHE","0140","DES CARRIERES",38420,"DOMENE",NA,"D",1011,1,"Maison",82,4,"S",NA,493
"3889","15/04/2020","Vente",24500000,1171,NA,"CHE","0144","DES MARTINS",38380,"SAINT-LAURENT-DU-PONT",NA,"AE",284,1,"Maison",126,6,"S",NA,512
"3890","15/04/2020","Vente",24500000,1171,NA,"CHE","0144","DES MARTINS",38380,"SAINT-LAURENT-DU-PONT",NA,"AE",284,1,"Maison",126,6,"AG","PARC",1024
"3891","15/04/2020","Vente",24500000,1171,NA,"CHE","0144","DES MARTINS",38380,"SAINT-LAURENT-DU-PONT",NA,"AE",284,1,"Maison",126,6,"T",NA,832
"3892","09/04/2020","Vente",1.7e+07,241,NA,"CHE","0051","DE L'EGLISE",38420,"MURIANETTE",NA,"AE",291,1,"Maison",100,3,"S",NA,234
"3893","10/04/2020","Vente",25100000,289,NA,NA,"B023","TIGNEUX",38190,"LE CHAMP-PRES-FROGES",NA,"C",497,1,"Maison",90,4,"S",NA,135
"3894","14/04/2020","Vente",30350000,288,"A",NA,"B133","LUSSON ET HERCULAIS",38570,"THEYS",NA,"AD",381,2,"Appartement",57,2,"S",NA,656
"3895","14/04/2020","Vente",30350000,288,"A",NA,"B133","LUSSON ET HERCULAIS",38570,"THEYS",NA,"AD",381,2,"Appartement",36,2,"S",NA,656
"3896","25/03/2020","Vente",5200000,865,NA,"RTE","0560","DE LA CROISETTE",38410,"CHAMROUSSE",NA,"BB",3,2,"Appartement",31,1,NA,NA,NA
"3897","02/04/2020","Vente",45120000,7,NA,"RUE","6220","SAINT JOSEPH",38000,"GRENOBLE",NA,"CE",22,2,"Appartement",182,6,NA,NA,NA
"3898","02/04/2020","Vente",12650000,155,NA,"CHE","0032","DES BUIS",38340,"VOREPPE",NA,"BL",106,2,"Appartement",56,4,NA,NA,NA
"3899","16/04/2020","Vente",2945000,319,NA,"RUE","0540","DES CHARDONS BLEUS",38410,"CHAMROUSSE",NA,"BB",61,2,"Appartement",17,1,NA,NA,NA
"3900","15/04/2020","Vente",5260000,15,NA,"RUE","1090","MONTGOLFIER",38500,"VOIRON",NA,"AL",452,2,"Appartement",20,1,NA,NA,NA
"3901","14/03/2020","Vente",22580000,84,NA,"RTE","0140","D HURTIERES",38570,"TENCIN",NA,"C",1129,2,"Appartement",70,3,NA,NA,NA
"3902","24/04/2020","Vente",34215000,8,NA,"ALL","0325","DES LILAS",38120,"SAINT-EGREVE",NA,"BR",455,1,"Maison",89,4,NA,NA,NA
"3903","17/04/2020","Vente",41087000,5196,NA,"RTE","0306","DU NEYROUD",38660,"PLATEAU-DES-PETITES-ROCHES",435,"AC",519,1,"Maison",115,5,"S",NA,882
"3904","16/03/2020","Vente",24900000,2,NA,"IMP","0220","DES CASSARDES",38660,"SAINTE-MARIE-DU-MONT",NA,"E",1169,1,"Maison",88,5,"S",NA,980
"3905","10/03/2020","Vente",22610000,65,NA,NA,"B001","L ADRET ET LA VILLETTE",38570,"THEYS",NA,"A",790,1,"Maison",72,1,"S",NA,1005
"3906","17/04/2020","Vente",20400000,5099,NA,NA,"B043","PONT DE CHAMP",38220,"NOTRE-DAME-DE-MESAGE",NA,"A",808,1,"Maison",68,3,NA,NA,NA
"3907","22/04/2020","Vente",5e+06,654,NA,"RUE","0317","DES MARTYRS",38340,"VOREPPE",NA,"AD",181,2,"Appartement",38,2,NA,NA,NA
"3908","16/03/2020","Vente",35500000,204,NA,"AV","0038","DE LA GARE",38530,"PONTCHARRA",NA,"AS",569,1,"Maison",310,11,"AB",NA,1165
"3909","21/04/2020","Vente",21100000,67,NA,"ALL","0584","JEAN PAIN",38340,"VOREPPE",NA,"AV",319,2,"Appartement",82,4,NA,NA,NA
"3910","07/04/2020","Vente",1.2e+07,3,NA,"PL","5570","PAUL VALLIER",38000,"GRENOBLE",NA,"CT",30,2,"Appartement",36,1,NA,NA,NA
"3911","22/04/2020","Vente",14700000,185,NA,"PL","0028","DE LA MAIRIE",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AE",179,2,"Appartement",65,4,NA,NA,NA
"3912","30/03/2020","Vente",16800000,83,NA,"RUE","0560","JEAN JAURES",38420,"DOMENE",NA,"D",763,2,"Appartement",75,4,NA,NA,NA
"3913","17/04/2020","Vente",20700000,369,NA,NA,"B179","LES MURETS",38380,"SAINT-PIERRE-DE-CHARTREUSE",NA,"AI",197,1,"Maison",124,6,"S",NA,281
"3914","21/04/2020","Vente",26600000,118,NA,"CHE","0155","DE PIQUETIERE",38380,"SAINT-LAURENT-DU-PONT",NA,"H",1089,1,"Maison",150,5,"S",NA,1292
"3915","10/04/2020","Vente",1.6e+07,5160,NA,NA,"B117","LE TIL",38380,"MIRIBEL-LES-ECHELLES",NA,"B",896,1,"Maison",196,6,"S",NA,335
"3916","25/02/2020","Vente",40100000,153,NA,"CHE","0052","DU CHATEAU",38700,"SARCENAS",NA,"C",113,4,"Local industriel. commercial ou assimil<e9>",195,0,"S",NA,1765
"3917","25/02/2020","Vente",40100000,153,NA,"CHE","0052","DU CHATEAU",38700,"SARCENAS",NA,"C",113,2,"Appartement",147,5,"S",NA,1765
"3918","25/02/2020","Vente",40100000,153,NA,"CHE","0052","DU CHATEAU",38700,"SARCENAS",NA,"C",113,4,"Local industriel. commercial ou assimil<e9>",363,0,"S",NA,1765
"3919","09/04/2020","Vente",2500000,49,NA,"RUE","0820","DES GENTIANES",38410,"CHAMROUSSE",NA,"BA",235,4,"Local industriel. commercial ou assimil<e9>",77,0,NA,NA,NA
"3920","02/04/2020","Vente",8300000,107,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"EL",79,2,"Appartement",54,3,NA,NA,NA
"3921","24/04/2020","Vente",7500000,6,NA,"RUE","5130","MONTESQUIEU",38100,"GRENOBLE",NA,"DP",13,4,"Local industriel. commercial ou assimil<e9>",59,0,NA,NA,NA
"3922","17/04/2020","Vente",2.4e+07,1,NA,"BD","4810","MAL JOFFRE",38000,"GRENOBLE",NA,"CS",28,2,"Appartement",84,3,NA,NA,NA
"3923","31/03/2020","Vente",50829400,56,NA,"ALL","0145","DE LA MERISE",38420,"MURIANETTE",NA,"AD",57,1,"Maison",99,5,NA,NA,NA
"3924","01/04/2020","Vente",20690000,217,NA,"CHE","0168","DE LA TOUVIERE",38380,"SAINT-LAURENT-DU-PONT",NA,"AK",124,1,"Maison",90,5,"S",NA,1890
"3925","17/04/2020","Vente",2.9e+07,90,"A","CHE","0025","DU GAY",38500,"LA BUISSE",NA,"AA",92,1,"Maison",90,4,NA,NA,NA
"3926","24/04/2020","Vente",14600000,73,NA,"RUE","0880","DE LA REPUBLIQUE",38420,"DOMENE",NA,"E",1119,2,"Appartement",76,3,NA,NA,NA
"3927","02/04/2020","Vente",40500000,49,NA,"RUE","1600","DES TALLIFARDIERES",38500,"VOIRON",NA,"AE",851,1,"Maison",164,6,"AG",NA,701
"3928","02/04/2020","Vente",40500000,49,NA,"RUE","1600","DES TALLIFARDIERES",38500,"VOIRON",NA,"AE",851,1,"Maison",164,6,"S",NA,500
"3929","24/04/2020","Vente",4.4e+07,17,NA,"BD","0140","AGUTTE SEMBAT",38000,"GRENOBLE",NA,"CE",31,2,"Appartement",118,5,NA,NA,NA
"3930","14/04/2020","Vente",15100000,26,NA,"AV","0016","DE LA GARE",38380,"SAINT-LAURENT-DU-PONT",NA,"AI",19,2,"Appartement",92,4,NA,NA,NA
"3931","24/04/2020","Vente",5820000,16,NA,"RUE","4740","MARCEL PERETTO",38100,"GRENOBLE",NA,"DO",43,2,"Appartement",24,1,NA,NA,NA
"3932","31/03/2020","Vente",12700000,17,NA,"RUE","0850","JULES FERRY",38500,"VOIRON",NA,"AN",489,2,"Appartement",46,2,NA,NA,NA
"3933","06/04/2020","Vente",8900000,10,NA,"RUE","0014","FERDINAND BUISSON",38380,"SAINT-LAURENT-DU-PONT",NA,"AK",307,2,"Appartement",64,3,NA,NA,NA
"3934","14/04/2020","Vente",27650000,78,NA,"CHE","0030","DU CANET",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AT",12,2,"Appartement",66,3,NA,NA,NA
"3935","06/04/2020","Vente",16023000,5773,NA,NA,"B008","LA BILLONIERE",38380,"MIRIBEL-LES-ECHELLES",NA,"C",979,1,"Maison",75,3,"S",NA,1200
"3936","02/03/2020","Vente",1e+05,79,NA,"CHE","1380","DE LA SOURCE",38220,"SECHILIENNE",NA,"B",1001,4,"Local industriel. commercial ou assimil<e9>",18,0,"BT",NA,255
"3937","27/03/2020","Vente",1.6e+07,5,NA,"RUE","5890","RAOUL BLANCHARD",38000,"GRENOBLE",NA,"BS",26,4,"Local industriel. commercial ou assimil<e9>",125,0,NA,NA,NA
"3938","20/02/2020","Vente",20500000,354,NA,"RTE","0200","DE NARBONNE",38950,"SAINT-MARTIN-LE-VINOUX",NA,"AW",268,1,"Maison",76,2,"AB",NA,619
"3939","15/04/2020","Vente",15990000,17,NA,"GR","0010","GRANDE RUE",38580,"LE MOUTARET",NA,"AB",531,1,"Maison",122,4,"S",NA,95
"3940","03/04/2020","Vente",9775000,3,NA,"RUE","5800","DE LA POSTE",38000,"GRENOBLE",NA,"BR",14,2,"Appartement",39,1,NA,NA,NA
"3941","25/03/2020","Vente",48113000,430,NA,"RUE","0300","JEAN JAURES",38920,"CROLLES",NA,"AA",539,1,"Maison",150,3,"S",NA,142
"3942","02/04/2020","Vente",24700000,150,NA,"RTE","0530","DE PREMOL",38410,"VAULNAVEYS-LE-HAUT",NA,"AB",538,2,"Appartement",70,3,NA,NA,NA
"3943","23/04/2020","Vente",1.5e+07,144,NA,"RUE","0060","DE CHARVAN",38830,"CRETS EN BELLEDONNE",NA,"AB",498,1,"Maison",33,2,"S",NA,932
"3944","30/04/2020","Vente",16500000,41,NA,"AV","0165","LOUIS COLMARD",38560,"CHAMP-SUR-DRAC",NA,"AB",20,2,"Appartement",72,4,NA,NA,NA
"3945","16/04/2020","Vente",21200000,14,NA,"IMP","1581","DES ROUSSES",38380,"ENTRE-DEUX-GUIERS",NA,"AB",915,1,"Maison",104,4,"S",NA,233
"3946","29/04/2020","Vente",3360000,4,NA,"RUE","4730","MARCEL DESPREZ",38000,"GRENOBLE",NA,"BH",75,2,"Appartement",10,1,NA,NA,NA
"3947","27/04/2020","Vente",18400000,2,NA,"RUE","0180","MARIUS CHARLES",38420,"DOMENE",NA,"E",1047,2,"Appartement",72,4,NA,NA,NA
"3948","30/04/2020","Vente",4500000,5257,NA,NA,"B023","COMMUNAL DE L ENVERS PRAPO",38190,"LES ADRETS",NA,"AB",16,2,"Appartement",23,1,NA,NA,NA
"3949","11/03/2020","Vente",2.3e+07,120,NA,"IMP","0068","DE LA CHAPELLE",38134,"SAINT-JOSEPH-DE-RIVIERE",NA,"AB",230,1,"Maison",94,4,"S",NA,500
"3950","11/03/2020","Vente",2.3e+07,120,NA,"IMP","0068","DE LA CHAPELLE",38134,"SAINT-JOSEPH-DE-RIVIERE",NA,"AB",230,1,"Maison",94,4,"J","POTAG",605
"3951","23/04/2020","Vente",32604000,270,NA,"CHE","0329","DE SOUS CROSSEY",38134,"SAINT-JOSEPH-DE-RIVIERE",NA,"ZA",8,1,"Maison",150,5,"S",NA,596
"3952","23/04/2020","Vente",32604000,270,NA,"CHE","0329","DE SOUS CROSSEY",38134,"SAINT-JOSEPH-DE-RIVIERE",NA,"ZA",8,1,"Maison",150,5,"P",NA,2374
"3953","05/05/2020","Vente",58325000,84,"A","RTE","0033","DE CHAMP   CHABERT",38500,"LA BUISSE",NA,"AK",163,1,"Maison",213,6,"S",NA,1531
"3954","28/04/2020","Vente",27200000,37,NA,"ALL","0281","DES JASMINS",38340,"VOREPPE",NA,"BL",251,1,"Maison",110,6,"S",NA,277
"3955","08/04/2020","Vente",22100000,1,NA,"RUE","0346","MANOUCHIAN",38190,"VILLARD-BONNOT",NA,"AP",540,1,"Maison",78,4,"S",NA,601
"3956","29/04/2020","Vente",23100000,55,NA,"RUE","0037","DU BOUTET",38340,"VOREPPE",NA,"BK",412,2,"Appartement",70,3,NA,NA,NA
"3957","10/04/2020","Vente",7935500,1184,NA,"RTE","1100","DE BACHAT BOULOUD",38410,"CHAMROUSSE",NA,"BB",33,2,"Appartement",41,3,NA,NA,NA
"3958","24/04/2020","Vente",19225000,23,NA,"AV","4770","MARCELIN BERTHELOT",38100,"GRENOBLE",NA,"DO",261,2,"Appartement",91,4,NA,NA,NA
"3959","24/04/2020","Vente",2.3e+07,28,NA,"RUE","3050","GAY LUSSAC",38100,"GRENOBLE",NA,"DH",117,2,"Appartement",110,4,NA,NA,NA
"3960","28/04/2020","Vente",10400000,5,NA,"ALL","6523","DE LA SYLPHIDE",38100,"GRENOBLE",NA,"ER",304,2,"Appartement",51,2,NA,NA,NA
"3961","30/04/2020","Vente",17410000,51,NA,"RUE","0301","DES CHEVREUILS",38500,"VOIRON",NA,"BE",552,1,"Maison",66,3,"S",NA,77
"3962","27/04/2020","Vente",10300000,33,NA,"AV","0860","JULES RAVAT",38500,"VOIRON",NA,"AN",397,2,"Appartement",41,2,NA,NA,NA
"3963","04/05/2020","Vente",3.2e+07,9032,NA,"RUE","0320","DE LA CIGROGNE",38500,"VOIRON",NA,"BE",6,1,"Maison",102,5,"S",NA,1431
"3964","13/03/2020","Vente",5.8e+07,NA,NA,NA,"B055","PICHAT",38190,"FROGES",NA,"B",131,1,"Maison",100,6,"S",NA,2340
"3965","10/04/2020","Vente",13950000,250,NA,"RUE","0340","DU MAQUIS DE L OISANS",38220,"VIZILLE",NA,"AI",83,1,"Maison",70,3,"S",NA,119
"3966","28/04/2020","Vente",5e+07,23,"T","AV","0470","ROBERT HUANT",38190,"VILLARD-BONNOT",NA,"AB",447,1,"Maison",220,8,"S",NA,1568
"3967","28/04/2020","Vente",5e+07,23,"T","AV","0470","ROBERT HUANT",38190,"VILLARD-BONNOT",NA,"AB",447,1,"Maison",220,8,"P",NA,417
"3968","30/04/2020","Vente",20500000,35,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"DO",13,2,"Appartement",66,3,NA,NA,NA
"3969","24/04/2020","Vente",10200000,49,NA,"RUE","0270","JEAN JAURES",38220,"VIZILLE",NA,"AM",48,2,"Appartement",42,2,NA,NA,NA
"3970","24/04/2020","Vente",10200000,49,NA,"RUE","0270","JEAN JAURES",38220,"VIZILLE",NA,"AM",48,2,"Appartement",38,2,NA,NA,NA
"3971","05/05/2020","Vente",39500000,2,NA,"PL","3760","JEAN ACHARD",38000,"GRENOBLE",NA,"BS",29,2,"Appartement",76,4,NA,NA,NA
"3972","10/04/2020","Vente",23500000,9022,NA,"RUE","0320","DE LA CIGROGNE",38500,"VOIRON",NA,"BE",808,1,"Maison",76,4,"S",NA,537
"3973","30/04/2020","Vente",19595000,17,NA,"RUE","1720","VICTOR MOLLARD",38500,"VOIRON",NA,"AL",68,2,"Appartement",130,3,NA,NA,NA
"3974","07/05/2020","Vente",16251000,54,NA,"AV","0760","D HAUSSEZ",38500,"VOIRON",NA,"BK",46,2,"Appartement",72,3,NA,NA,NA
